Admin1Name,PeriodStartDate,PeriodEndDate,CountValue
MASSACHUSETTS,5/5/1946,5/11/1946,401
MASSACHUSETTS,5/12/1946,5/18/1946,405
MASSACHUSETTS,5/19/1946,5/25/1946,421
MASSACHUSETTS,5/26/1946,6/1/1946,423
MASSACHUSETTS,6/2/1946,6/8/1946,324
MASSACHUSETTS,6/9/1946,6/15/1946,327
MASSACHUSETTS,6/16/1946,6/22/1946,204
MASSACHUSETTS,6/23/1946,6/29/1946,168
MASSACHUSETTS,6/30/1946,7/6/1946,55
MASSACHUSETTS,7/7/1946,7/13/1946,98
MASSACHUSETTS,7/14/1946,7/20/1946,43
MASSACHUSETTS,7/21/1946,7/27/1946,18
MASSACHUSETTS,7/28/1946,8/3/1946,10
MASSACHUSETTS,8/4/1946,8/10/1946,10
MASSACHUSETTS,8/11/1946,8/17/1946,5
MASSACHUSETTS,8/18/1946,8/24/1946,4
MASSACHUSETTS,8/25/1946,8/31/1946,3
MASSACHUSETTS,9/1/1946,9/7/1946,2
MASSACHUSETTS,9/8/1946,9/14/1946,1
MASSACHUSETTS,9/22/1946,9/28/1946,2
MASSACHUSETTS,10/13/1946,10/19/1946,2
MASSACHUSETTS,11/24/1946,11/30/1946,4
MASSACHUSETTS,12/15/1946,12/21/1946,3
MASSACHUSETTS,12/29/1946,1/4/1947,4
MASSACHUSETTS,1/5/1947,1/11/1947,5
MASSACHUSETTS,1/12/1947,1/18/1947,1
MASSACHUSETTS,1/19/1947,1/25/1947,1
MASSACHUSETTS,1/26/1947,2/1/1947,3
MASSACHUSETTS,2/9/1947,2/15/1947,2
MASSACHUSETTS,3/2/1947,3/8/1947,1
MASSACHUSETTS,3/9/1947,3/15/1947,2
MASSACHUSETTS,3/16/1947,3/22/1947,6
MASSACHUSETTS,3/23/1947,3/29/1947,6
MASSACHUSETTS,4/6/1947,4/12/1947,6
MASSACHUSETTS,4/13/1947,4/19/1947,9
MASSACHUSETTS,4/20/1947,4/26/1947,9
MASSACHUSETTS,4/27/1947,5/3/1947,6
MASSACHUSETTS,5/4/1947,5/10/1947,11
MASSACHUSETTS,5/11/1947,5/17/1947,10
MASSACHUSETTS,5/18/1947,5/24/1947,35
MASSACHUSETTS,5/25/1947,5/31/1947,23
MASSACHUSETTS,6/1/1947,6/7/1947,23
MASSACHUSETTS,6/8/1947,6/14/1947,16
MASSACHUSETTS,6/15/1947,6/21/1947,8
MASSACHUSETTS,6/22/1947,6/28/1947,5
MASSACHUSETTS,6/29/1947,7/5/1947,9
MASSACHUSETTS,7/6/1947,7/12/1947,9
MASSACHUSETTS,7/13/1947,7/19/1947,6
MASSACHUSETTS,7/20/1947,7/26/1947,1
MASSACHUSETTS,8/3/1947,8/9/1947,1
MASSACHUSETTS,8/17/1947,8/23/1947,1
MASSACHUSETTS,11/2/1947,11/8/1947,1
MASSACHUSETTS,11/30/1947,12/6/1947,1
MASSACHUSETTS,12/7/1947,12/13/1947,1
MASSACHUSETTS,12/14/1947,12/20/1947,2
MASSACHUSETTS,12/21/1947,12/27/1947,1
MASSACHUSETTS,1/11/1948,1/17/1948,1
MASSACHUSETTS,2/8/1948,2/14/1948,1
MASSACHUSETTS,3/7/1948,3/13/1948,4
MASSACHUSETTS,3/14/1948,3/20/1948,2
MASSACHUSETTS,3/21/1948,3/27/1948,1
MASSACHUSETTS,3/28/1948,4/3/1948,1
MASSACHUSETTS,4/11/1948,4/17/1948,1
MASSACHUSETTS,4/18/1948,4/24/1948,25
MASSACHUSETTS,4/25/1948,5/1/1948,27
MASSACHUSETTS,5/2/1948,5/8/1948,36
MASSACHUSETTS,5/9/1948,5/15/1948,39
MASSACHUSETTS,5/16/1948,5/22/1948,31
MASSACHUSETTS,5/23/1948,5/29/1948,64
MASSACHUSETTS,5/30/1948,6/5/1948,41
MASSACHUSETTS,6/6/1948,6/12/1948,97
MASSACHUSETTS,6/13/1948,6/19/1948,56
MASSACHUSETTS,6/20/1948,6/26/1948,59
MASSACHUSETTS,6/27/1948,7/3/1948,48
MASSACHUSETTS,12/30/1951,1/5/1952,35
MASSACHUSETTS,1/6/1952,1/12/1952,40
MASSACHUSETTS,1/13/1952,1/19/1952,35
MASSACHUSETTS,1/20/1952,1/26/1952,74
MASSACHUSETTS,1/27/1952,2/2/1952,72
MASSACHUSETTS,2/3/1952,2/9/1952,82
MASSACHUSETTS,2/10/1952,2/16/1952,87
MASSACHUSETTS,2/17/1952,2/23/1952,56
MASSACHUSETTS,2/24/1952,3/1/1952,128
MASSACHUSETTS,3/2/1952,3/8/1952,98
MASSACHUSETTS,3/9/1952,3/15/1952,47
MASSACHUSETTS,3/16/1952,3/22/1952,82
MASSACHUSETTS,3/23/1952,3/29/1952,79
MASSACHUSETTS,4/13/1952,4/19/1952,45
MASSACHUSETTS,4/20/1952,4/26/1952,46
MASSACHUSETTS,4/27/1952,5/3/1952,55
MASSACHUSETTS,5/4/1952,5/10/1952,52
MASSACHUSETTS,5/11/1952,5/17/1952,58
MASSACHUSETTS,5/18/1952,5/24/1952,71
MASSACHUSETTS,5/25/1952,5/31/1952,57
MASSACHUSETTS,6/1/1952,6/7/1952,74
MASSACHUSETTS,6/8/1952,6/14/1952,55
MASSACHUSETTS,6/15/1952,6/21/1952,28
MASSACHUSETTS,6/22/1952,6/28/1952,56
MASSACHUSETTS,6/29/1952,7/5/1952,17
MASSACHUSETTS,7/7/1952,7/13/1952,7
MASSACHUSETTS,7/13/1952,7/19/1952,7
MASSACHUSETTS,7/20/1952,7/26/1952,8
MASSACHUSETTS,7/27/1952,8/2/1952,10
MASSACHUSETTS,8/3/1952,8/9/1952,5
MASSACHUSETTS,8/10/1952,8/16/1952,1
MASSACHUSETTS,8/24/1952,8/30/1952,1
MASSACHUSETTS,10/19/1952,10/25/1952,1
MASSACHUSETTS,11/9/1952,11/15/1952,1
MASSACHUSETTS,11/16/1952,11/22/1952,1
MASSACHUSETTS,1/18/1953,1/24/1953,1
MASSACHUSETTS,1/25/1953,1/31/1953,1
MASSACHUSETTS,2/8/1953,2/14/1953,2
MASSACHUSETTS,2/15/1953,2/21/1953,4
MASSACHUSETTS,2/22/1953,2/28/1953,1
MASSACHUSETTS,3/1/1953,3/7/1953,3
MASSACHUSETTS,3/8/1953,3/14/1953,5
MASSACHUSETTS,3/15/1953,3/21/1953,1
MASSACHUSETTS,3/22/1953,3/28/1953,8
MASSACHUSETTS,3/29/1953,4/4/1953,2
MASSACHUSETTS,4/5/1953,4/11/1953,5
MASSACHUSETTS,4/12/1953,4/18/1953,1
MASSACHUSETTS,4/19/1953,4/25/1953,2
MASSACHUSETTS,4/26/1953,5/2/1953,3
MASSACHUSETTS,5/3/1953,5/9/1953,2
MASSACHUSETTS,5/10/1953,5/16/1953,2
MASSACHUSETTS,5/17/1953,5/23/1953,2
MASSACHUSETTS,5/24/1953,5/30/1953,1
MASSACHUSETTS,5/31/1953,6/6/1953,1
MASSACHUSETTS,6/14/1953,6/20/1953,1
MASSACHUSETTS,6/21/1953,6/27/1953,2
MASSACHUSETTS,7/19/1953,7/25/1953,1
MASSACHUSETTS,8/16/1953,8/22/1953,1
MASSACHUSETTS,8/30/1953,9/5/1953,1
MASSACHUSETTS,9/6/1953,9/12/1953,1
MASSACHUSETTS,9/20/1953,9/26/1953,1
MASSACHUSETTS,9/27/1953,10/3/1953,1
MASSACHUSETTS,11/22/1953,11/28/1953,1
MASSACHUSETTS,11/29/1953,12/5/1953,1
MASSACHUSETTS,12/6/1953,12/12/1953,1
TEXAS,1/20/1952,1/26/1952,3
TEXAS,2/3/1952,2/9/1952,1
TEXAS,2/10/1952,2/16/1952,5
TEXAS,2/17/1952,2/23/1952,5
TEXAS,3/2/1952,3/8/1952,6
TEXAS,3/9/1952,3/15/1952,16
TEXAS,3/16/1952,3/22/1952,1
TEXAS,3/23/1952,3/29/1952,12
TEXAS,3/30/1952,4/5/1952,13
TEXAS,4/13/1952,4/19/1952,10
TEXAS,4/20/1952,4/26/1952,20
TEXAS,4/27/1952,5/3/1952,42
TEXAS,5/4/1952,5/10/1952,4
TEXAS,5/11/1952,5/17/1952,4
TEXAS,5/18/1952,5/24/1952,2
TEXAS,5/25/1952,5/31/1952,1
TEXAS,6/1/1952,6/7/1952,1
TEXAS,6/15/1952,6/21/1952,4
TEXAS,6/22/1952,6/28/1952,1
TEXAS,7/6/1952,7/12/1952,2
TEXAS,7/13/1952,7/19/1952,2
TEXAS,9/7/1952,9/13/1952,1
TEXAS,1/18/1953,1/24/1953,64
TEXAS,1/25/1953,1/31/1953,4
TEXAS,2/1/1953,2/7/1953,1
TEXAS,2/15/1953,2/21/1953,9
TEXAS,2/22/1953,2/28/1953,4
TEXAS,3/1/1953,3/7/1953,7
TEXAS,3/8/1953,3/14/1953,98
TEXAS,3/15/1953,3/21/1953,102
TEXAS,3/29/1953,4/4/1953,62
TEXAS,4/5/1953,4/11/1953,31
TEXAS,4/12/1953,4/18/1953,140
TEXAS,4/19/1953,4/25/1953,30
TEXAS,4/26/1953,5/2/1953,74
TEXAS,5/10/1953,5/16/1953,11
TEXAS,5/17/1953,5/23/1953,53
TEXAS,5/24/1953,5/30/1953,65
TEXAS,5/31/1953,6/6/1953,14
TEXAS,6/7/1953,6/13/1953,6
TEXAS,6/14/1953,6/20/1953,5
TEXAS,6/21/1953,6/27/1953,2
TEXAS,7/12/1953,7/18/1953,1
TEXAS,7/19/1953,7/25/1953,1
TEXAS,8/16/1953,8/22/1953,1
TEXAS,8/23/1953,8/29/1953,1
TEXAS,9/27/1953,10/3/1953,2
TEXAS,10/11/1953,10/17/1953,2
TEXAS,12/6/1953,12/12/1953,1
TEXAS,12/13/1953,12/19/1953,3
COLORADO,1/3/1943,1/9/1943,1
COLORADO,1/10/1943,1/16/1943,1
COLORADO,1/17/1943,1/23/1943,3
COLORADO,1/24/1943,1/30/1943,2
COLORADO,1/31/1943,2/6/1943,1
COLORADO,2/7/1943,2/13/1943,2
COLORADO,2/14/1943,2/20/1943,2
COLORADO,2/21/1943,2/27/1943,2
COLORADO,2/28/1943,3/6/1943,1
COLORADO,3/7/1943,3/13/1943,3
COLORADO,3/14/1943,3/20/1943,4
COLORADO,3/21/1943,3/27/1943,7
COLORADO,3/28/1943,4/3/1943,7
COLORADO,4/4/1943,4/10/1943,5
COLORADO,4/11/1943,4/17/1943,9
COLORADO,4/18/1943,4/24/1943,20
COLORADO,4/25/1943,5/1/1943,9
COLORADO,5/2/1943,5/8/1943,9
COLORADO,5/9/1943,5/15/1943,7
COLORADO,5/16/1943,5/22/1943,5
COLORADO,5/23/1943,5/29/1943,4
COLORADO,5/30/1943,6/5/1943,6
COLORADO,6/6/1943,6/12/1943,3
COLORADO,6/13/1943,6/19/1943,4
COLORADO,6/20/1943,6/26/1943,3
COLORADO,6/27/1943,7/3/1943,1
COLORADO,7/4/1943,7/10/1943,0
COLORADO,7/11/1943,7/17/1943,2
COLORADO,7/18/1943,7/24/1943,0
COLORADO,7/25/1943,7/31/1943,0
COLORADO,8/1/1943,8/7/1943,0
COLORADO,8/8/1943,8/14/1943,3
COLORADO,8/15/1943,8/21/1943,1
COLORADO,8/22/1943,8/28/1943,1
COLORADO,8/29/1943,9/4/1943,0
COLORADO,9/5/1943,9/11/1943,1
COLORADO,9/12/1943,9/18/1943,0
COLORADO,9/19/1943,9/25/1943,1
COLORADO,9/26/1943,10/2/1943,2
COLORADO,10/3/1943,10/9/1943,0
COLORADO,10/10/1943,10/16/1943,1
COLORADO,10/17/1943,10/23/1943,0
COLORADO,10/24/1943,10/30/1943,4
COLORADO,10/31/1943,11/6/1943,19
COLORADO,11/7/1943,11/13/1943,40
COLORADO,11/14/1943,11/20/1943,26
COLORADO,11/21/1943,11/27/1943,64
COLORADO,11/28/1943,12/4/1943,68
COLORADO,12/5/1943,12/11/1943,130
COLORADO,12/12/1943,12/18/1943,151
COLORADO,12/19/1943,12/25/1943,88
COLORADO,12/26/1943,1/1/1944,92
COLORADO,1/2/1944,1/8/1944,73
COLORADO,1/9/1944,1/15/1944,80
COLORADO,1/16/1944,1/22/1944,78
COLORADO,1/23/1944,1/29/1944,68
COLORADO,1/30/1944,2/5/1944,57
COLORADO,2/6/1944,2/12/1944,61
COLORADO,2/13/1944,2/19/1944,52
COLORADO,2/20/1944,2/26/1944,21
COLORADO,2/27/1944,3/4/1944,14
COLORADO,3/5/1944,3/11/1944,17
COLORADO,3/12/1944,3/18/1944,40
COLORADO,3/19/1944,3/25/1944,16
COLORADO,3/26/1944,4/1/1944,32
COLORADO,4/2/1944,4/8/1944,30
COLORADO,4/9/1944,4/15/1944,13
COLORADO,4/16/1944,4/22/1944,17
COLORADO,4/23/1944,4/29/1944,13
COLORADO,4/30/1944,5/6/1944,3
COLORADO,5/7/1944,5/13/1944,2
COLORADO,5/14/1944,5/20/1944,8
COLORADO,5/21/1944,5/27/1944,6
COLORADO,5/28/1944,6/3/1944,6
COLORADO,6/4/1944,6/10/1944,0
COLORADO,6/11/1944,6/17/1944,0
COLORADO,6/18/1944,6/24/1944,0
COLORADO,6/25/1944,7/1/1944,0
COLORADO,7/2/1944,7/8/1944,2
COLORADO,7/9/1944,7/15/1944,0
COLORADO,7/16/1944,7/22/1944,0
COLORADO,7/23/1944,7/29/1944,0
COLORADO,7/30/1944,8/5/1944,0
COLORADO,8/6/1944,8/12/1944,0
COLORADO,8/13/1944,8/19/1944,0
COLORADO,8/20/1944,8/26/1944,0
COLORADO,8/27/1944,9/2/1944,0
COLORADO,9/3/1944,9/9/1944,0
COLORADO,9/10/1944,9/16/1944,1
COLORADO,9/17/1944,9/23/1944,0
COLORADO,9/24/1944,9/30/1944,0
COLORADO,10/1/1944,10/7/1944,1
COLORADO,10/8/1944,10/14/1944,0
COLORADO,10/15/1944,10/21/1944,0
COLORADO,10/22/1944,10/28/1944,0
COLORADO,10/29/1944,11/4/1944,0
COLORADO,11/5/1944,11/11/1944,0
COLORADO,11/12/1944,11/18/1944,0
COLORADO,11/19/1944,11/25/1944,0
COLORADO,11/26/1944,12/2/1944,0
COLORADO,12/3/1944,12/9/1944,0
COLORADO,12/10/1944,12/16/1944,0
COLORADO,12/17/1944,12/23/1944,0
COLORADO,12/24/1944,12/30/1944,0
COLORADO,12/31/1944,1/6/1945,0
COLORADO,1/14/1945,1/20/1945,0
COLORADO,1/21/1945,1/27/1945,0
COLORADO,1/28/1945,2/3/1945,0
COLORADO,2/4/1945,2/10/1945,0
COLORADO,2/11/1945,2/17/1945,1
COLORADO,2/18/1945,2/24/1945,1
COLORADO,2/25/1945,3/3/1945,0
COLORADO,3/4/1945,3/10/1945,0
COLORADO,3/11/1945,3/17/1945,0
COLORADO,3/18/1945,3/24/1945,1
COLORADO,3/25/1945,3/31/1945,2
COLORADO,4/1/1945,4/7/1945,1
COLORADO,4/8/1945,4/14/1945,1
COLORADO,4/15/1945,4/21/1945,1
COLORADO,4/22/1945,4/28/1945,0
COLORADO,4/29/1945,5/5/1945,3
COLORADO,5/6/1945,5/12/1945,0
COLORADO,5/13/1945,5/19/1945,2
COLORADO,5/20/1945,5/26/1945,1
COLORADO,5/27/1945,6/2/1945,0
COLORADO,6/3/1945,6/9/1945,0
COLORADO,6/10/1945,6/16/1945,0
COLORADO,6/17/1945,6/23/1945,0
COLORADO,6/24/1945,6/30/1945,0
COLORADO,7/1/1945,7/7/1945,0
COLORADO,7/8/1945,7/14/1945,0
COLORADO,7/15/1945,7/21/1945,0
COLORADO,7/22/1945,7/28/1945,1
COLORADO,7/29/1945,8/4/1945,1
COLORADO,8/5/1945,8/11/1945,3
COLORADO,8/12/1945,8/18/1945,0
COLORADO,8/19/1945,8/25/1945,0
COLORADO,8/26/1945,9/1/1945,1
COLORADO,9/2/1945,9/8/1945,0
COLORADO,9/9/1945,9/15/1945,0
COLORADO,9/16/1945,9/22/1945,0
COLORADO,9/23/1945,9/29/1945,0
COLORADO,9/30/1945,10/6/1945,0
COLORADO,10/7/1945,10/13/1945,0
COLORADO,10/14/1945,10/20/1945,0
COLORADO,10/21/1945,10/27/1945,0
COLORADO,11/4/1945,11/10/1945,0
COLORADO,11/11/1945,11/17/1945,0
COLORADO,12/9/1945,12/15/1945,1
COLORADO,12/16/1945,12/22/1945,1
COLORADO,12/23/1945,12/29/1945,1
COLORADO,12/30/1945,1/5/1946,1
COLORADO,1/13/1946,1/19/1946,1
COLORADO,2/10/1946,2/16/1946,2
COLORADO,2/17/1946,2/23/1946,1
COLORADO,2/24/1946,3/2/1946,2
COLORADO,3/3/1946,3/9/1946,6
COLORADO,3/10/1946,3/16/1946,5
COLORADO,3/17/1946,3/23/1946,12
COLORADO,3/24/1946,3/30/1946,5
COLORADO,3/31/1946,4/6/1946,31
COLORADO,4/7/1946,4/13/1946,18
COLORADO,4/14/1946,4/20/1946,40
COLORADO,4/21/1946,4/27/1946,22
COLORADO,4/28/1946,5/4/1946,42
COLORADO,5/5/1946,5/11/1946,27
COLORADO,5/12/1946,5/18/1946,44
COLORADO,5/19/1946,5/25/1946,41
COLORADO,5/26/1946,6/1/1946,46
COLORADO,6/2/1946,6/8/1946,30
COLORADO,6/9/1946,6/15/1946,32
COLORADO,6/16/1946,6/22/1946,25
COLORADO,6/23/1946,6/29/1946,46
COLORADO,6/30/1946,7/6/1946,17
COLORADO,7/7/1946,7/13/1946,16
COLORADO,7/14/1946,7/20/1946,7
COLORADO,7/21/1946,7/27/1946,7
COLORADO,8/4/1946,8/10/1946,2
COLORADO,8/25/1946,8/31/1946,2
COLORADO,2/2/1947,2/8/1947,1
COLORADO,5/11/1947,5/17/1947,1
COLORADO,5/18/1947,5/24/1947,1
COLORADO,6/15/1947,6/21/1947,4
COLORADO,6/22/1947,6/28/1947,1
COLORADO,6/29/1947,7/5/1947,3
COLORADO,7/6/1947,7/12/1947,1
COLORADO,7/13/1947,7/19/1947,1
COLORADO,8/3/1947,8/9/1947,1
COLORADO,8/17/1947,8/23/1947,1
COLORADO,8/24/1947,8/30/1947,0
COLORADO,2/1/1948,2/7/1948,1
COLORADO,2/22/1948,2/28/1948,8
COLORADO,2/29/1948,3/6/1948,8
COLORADO,3/7/1948,3/13/1948,75
COLORADO,3/14/1948,3/20/1948,44
COLORADO,3/21/1948,3/27/1948,56
COLORADO,3/28/1948,4/3/1948,19
COLORADO,4/4/1948,4/10/1948,16
COLORADO,4/11/1948,4/17/1948,12
COLORADO,4/18/1948,4/24/1948,10
COLORADO,4/25/1948,5/1/1948,9
COLORADO,5/2/1948,5/8/1948,22
COLORADO,5/9/1948,5/15/1948,18
COLORADO,5/16/1948,5/22/1948,75
COLORADO,5/23/1948,5/29/1948,116
COLORADO,5/30/1948,6/5/1948,187
COLORADO,6/13/1948,6/19/1948,234
COLORADO,6/20/1948,6/26/1948,112
COLORADO,6/27/1948,7/3/1948,129
COLORADO,1/6/1952,1/12/1952,1
COLORADO,1/20/1952,1/26/1952,3
COLORADO,1/27/1952,2/2/1952,2
COLORADO,2/3/1952,2/9/1952,2
COLORADO,2/17/1952,2/23/1952,3
COLORADO,2/24/1952,3/1/1952,1
COLORADO,3/2/1952,3/8/1952,4
COLORADO,3/9/1952,3/15/1952,3
COLORADO,3/16/1952,3/22/1952,10
COLORADO,3/23/1952,3/29/1952,9
COLORADO,3/30/1952,4/5/1952,3
COLORADO,4/6/1952,4/12/1952,5
COLORADO,4/13/1952,4/19/1952,10
COLORADO,4/20/1952,4/26/1952,3
COLORADO,4/27/1952,5/3/1952,1
COLORADO,5/11/1952,5/17/1952,3
COLORADO,5/25/1952,5/31/1952,1
COLORADO,6/1/1952,6/7/1952,1
COLORADO,8/3/1952,8/9/1952,1
COLORADO,8/10/1952,8/16/1952,1
COLORADO,10/5/1952,10/11/1952,1
COLORADO,11/2/1952,11/8/1952,1
COLORADO,11/23/1952,11/29/1952,1
COLORADO,12/7/1952,12/13/1952,9
COLORADO,12/14/1952,12/20/1952,7
COLORADO,1/18/1953,1/24/1953,5
COLORADO,1/25/1953,1/31/1953,1
COLORADO,2/1/1953,2/7/1953,2
COLORADO,2/8/1953,2/14/1953,3
COLORADO,2/15/1953,2/21/1953,21
COLORADO,2/22/1953,2/28/1953,15
COLORADO,3/1/1953,3/7/1953,71
COLORADO,3/8/1953,3/14/1953,50
COLORADO,3/15/1953,3/21/1953,48
COLORADO,3/22/1953,3/28/1953,51
COLORADO,3/29/1953,4/4/1953,17
COLORADO,4/5/1953,4/11/1953,29
COLORADO,4/12/1953,4/18/1953,60
COLORADO,4/19/1953,4/25/1953,100
COLORADO,4/26/1953,5/2/1953,85
COLORADO,5/3/1953,5/9/1953,22
COLORADO,5/10/1953,5/16/1953,89
COLORADO,5/17/1953,5/23/1953,45
COLORADO,5/24/1953,5/30/1953,60
COLORADO,5/31/1953,6/6/1953,20
COLORADO,6/7/1953,6/13/1953,1
COLORADO,6/21/1953,6/27/1953,1
COLORADO,7/12/1953,7/18/1953,1
COLORADO,8/9/1953,8/15/1953,1
COLORADO,9/13/1953,9/19/1953,1
COLORADO,10/18/1953,10/24/1953,1
COLORADO,11/29/1953,12/5/1953,1
COLORADO,12/6/1953,12/12/1953,3
COLORADO,12/13/1953,12/19/1953,1
NEW YORK,1/20/1952,1/26/1952,343
NEW YORK,1/27/1952,2/2/1952,99
NEW YORK,2/10/1952,2/16/1952,84
NEW YORK,2/24/1952,3/1/1952,74
NEW YORK,3/23/1952,3/29/1952,125
NEW YORK,3/30/1952,4/5/1952,14
NEW YORK,4/13/1952,4/19/1952,77
NEW YORK,4/20/1952,4/26/1952,18
NEW YORK,6/22/1952,6/28/1952,142
NEW YORK,6/29/1952,7/5/1952,30
NEW YORK,7/20/1952,7/26/1952,15
NEW YORK,8/3/1952,8/9/1952,4
NEW YORK,11/30/1952,12/6/1952,3
NEW YORK,1/18/1953,1/24/1953,3
NEW YORK,3/29/1953,4/4/1953,1
NEW YORK,4/12/1953,4/18/1953,2
NEW YORK,4/26/1953,5/2/1953,10
NEW YORK,5/10/1953,5/16/1953,20
NEW YORK,5/31/1953,6/6/1953,23
NEW YORK,6/21/1953,6/27/1953,3
NEW YORK,8/9/1953,8/15/1953,4
NEW YORK,8/16/1953,8/22/1953,1
NEW YORK,8/23/1953,8/29/1953,1
NEW YORK,9/6/1953,9/12/1953,1
NEW YORK,10/18/1953,10/24/1953,2
NEW YORK,11/1/1953,11/7/1953,1
NEW YORK,11/15/1953,11/21/1953,2
NEW YORK,11/29/1953,12/5/1953,1
TEXAS,1/3/1943,1/9/1943,0
TEXAS,1/10/1943,1/16/1943,0
TEXAS,1/17/1943,1/23/1943,0
TEXAS,1/24/1943,1/30/1943,2
TEXAS,1/31/1943,2/6/1943,1
TEXAS,2/7/1943,2/13/1943,0
TEXAS,2/14/1943,2/20/1943,3
TEXAS,2/21/1943,2/27/1943,2
TEXAS,2/28/1943,3/6/1943,7
TEXAS,3/7/1943,3/13/1943,15
TEXAS,3/14/1943,3/20/1943,7
TEXAS,3/21/1943,3/27/1943,12
TEXAS,3/28/1943,4/3/1943,14
TEXAS,4/4/1943,4/10/1943,14
TEXAS,4/11/1943,4/17/1943,10
TEXAS,4/18/1943,4/24/1943,6
TEXAS,4/25/1943,5/1/1943,4
TEXAS,5/2/1943,5/8/1943,4
TEXAS,5/9/1943,5/15/1943,0
TEXAS,5/16/1943,5/22/1943,14
TEXAS,5/23/1943,5/29/1943,3
TEXAS,5/30/1943,6/5/1943,4
TEXAS,6/6/1943,6/12/1943,1
TEXAS,6/20/1943,6/26/1943,0
TEXAS,6/27/1943,7/3/1943,0
TEXAS,7/4/1943,7/10/1943,0
TEXAS,7/11/1943,7/17/1943,2
TEXAS,7/18/1943,7/24/1943,0
TEXAS,7/25/1943,7/31/1943,1
TEXAS,8/1/1943,8/7/1943,0
TEXAS,8/8/1943,8/14/1943,0
TEXAS,8/15/1943,8/21/1943,4
TEXAS,8/22/1943,8/28/1943,4
TEXAS,8/29/1943,9/4/1943,1
TEXAS,9/5/1943,9/11/1943,3
TEXAS,9/12/1943,9/18/1943,0
TEXAS,9/19/1943,9/25/1943,2
TEXAS,9/26/1943,10/2/1943,0
TEXAS,10/3/1943,10/9/1943,2
TEXAS,10/10/1943,10/16/1943,1
TEXAS,10/17/1943,10/23/1943,2
TEXAS,10/24/1943,10/30/1943,0
TEXAS,10/31/1943,11/6/1943,0
TEXAS,11/7/1943,11/13/1943,0
TEXAS,11/14/1943,11/20/1943,0
TEXAS,11/21/1943,11/27/1943,1
TEXAS,11/28/1943,12/4/1943,1
TEXAS,12/5/1943,12/11/1943,1
TEXAS,12/12/1943,12/18/1943,2
TEXAS,12/19/1943,12/25/1943,2
TEXAS,12/26/1943,1/1/1944,3
TEXAS,1/2/1944,1/8/1944,1
TEXAS,1/9/1944,1/15/1944,0
TEXAS,1/16/1944,1/22/1944,6
TEXAS,1/23/1944,1/29/1944,3
TEXAS,1/30/1944,2/5/1944,15
TEXAS,2/6/1944,2/12/1944,21
TEXAS,2/13/1944,2/19/1944,10
TEXAS,2/20/1944,2/26/1944,43
TEXAS,2/27/1944,3/4/1944,49
TEXAS,3/5/1944,3/11/1944,43
TEXAS,3/12/1944,3/18/1944,37
TEXAS,3/19/1944,3/25/1944,46
TEXAS,3/26/1944,4/1/1944,30
TEXAS,4/2/1944,4/8/1944,23
TEXAS,4/9/1944,4/15/1944,27
TEXAS,4/16/1944,4/22/1944,24
TEXAS,4/23/1944,4/29/1944,14
TEXAS,4/30/1944,5/6/1944,6
TEXAS,5/7/1944,5/13/1944,5
TEXAS,5/14/1944,5/20/1944,12
TEXAS,5/21/1944,5/27/1944,1
TEXAS,5/28/1944,6/3/1944,3
TEXAS,6/4/1944,6/10/1944,1
TEXAS,6/11/1944,6/17/1944,1
TEXAS,6/18/1944,6/24/1944,5
TEXAS,6/25/1944,7/1/1944,3
TEXAS,7/2/1944,7/8/1944,1
TEXAS,7/9/1944,7/15/1944,0
TEXAS,7/16/1944,7/22/1944,0
TEXAS,7/23/1944,7/29/1944,0
TEXAS,7/30/1944,8/5/1944,0
TEXAS,8/6/1944,8/12/1944,2
TEXAS,8/13/1944,8/19/1944,0
TEXAS,8/20/1944,8/26/1944,0
TEXAS,8/27/1944,9/2/1944,0
TEXAS,9/3/1944,9/9/1944,0
TEXAS,9/10/1944,9/16/1944,0
TEXAS,9/17/1944,9/23/1944,0
TEXAS,9/24/1944,9/30/1944,0
TEXAS,10/1/1944,10/7/1944,0
TEXAS,10/8/1944,10/14/1944,0
TEXAS,10/15/1944,10/21/1944,0
TEXAS,10/22/1944,10/28/1944,0
TEXAS,10/29/1944,11/4/1944,1
TEXAS,11/5/1944,11/11/1944,1
TEXAS,11/12/1944,11/18/1944,0
TEXAS,11/19/1944,11/25/1944,0
TEXAS,11/26/1944,12/2/1944,0
TEXAS,12/3/1944,12/9/1944,0
TEXAS,12/10/1944,12/16/1944,1
TEXAS,12/17/1944,12/23/1944,1
TEXAS,12/24/1944,12/30/1944,0
TEXAS,12/31/1944,1/6/1945,1
TEXAS,1/7/1945,1/13/1945,0
TEXAS,1/14/1945,1/20/1945,0
TEXAS,1/21/1945,1/27/1945,0
TEXAS,1/28/1945,2/3/1945,0
TEXAS,2/4/1945,2/10/1945,0
TEXAS,2/11/1945,2/17/1945,1
TEXAS,2/18/1945,2/24/1945,1
TEXAS,2/25/1945,3/3/1945,3
TEXAS,3/4/1945,3/10/1945,0
TEXAS,3/18/1945,3/24/1945,4
TEXAS,3/25/1945,3/31/1945,1
TEXAS,4/1/1945,4/7/1945,0
TEXAS,4/8/1945,4/14/1945,0
TEXAS,4/15/1945,4/21/1945,0
TEXAS,4/22/1945,4/28/1945,1
TEXAS,4/29/1945,5/5/1945,0
TEXAS,5/6/1945,5/12/1945,0
TEXAS,5/13/1945,5/19/1945,0
